Date,Open,High,Low,Close,Volume
2019-09-12,71.8,72.2,67.15,67.95,221839869.0
2019-09-13,67.0,69.5,64.1,68.55,278285524.0
2019-09-16,67.6,68.2,65.95,67.05,128189225.0
2019-09-17,67.1,68.8,64.65,65.1,150932029.0
2019-09-18,66.0,66.45,61.7,64.1,186937027.0
2019-09-19,64.7,64.8,53.0,54.1,321270950.0
2019-09-20,53.7,59.9,52.7,55.5,398347296.0
2019-09-23,57.0,57.5,52.9,55.45,221169297.0
2019-09-24,54.9,57.65,53.55,56.05,171828060.0
2019-09-25,55.9,56.85,53.1,53.7,152430784.0
2019-09-26,53.9,54.25,50.55,51.05,249670424.0
2019-09-27,50.0,52.9,48.4,48.75,306867611.0
2019-09-30,48.25,49.1,40.95,41.4,356666325.0
2019-10-01,42.0,44.3,29.0,32.0,808959169.0
2019-10-03,35.2,43.45,35.2,42.5,584506441.0
2019-10-04,45.0,45.9,40.95,42.15,512643766.0
2019-10-07,45.95,46.8,42.8,45.65,355287494.0
2019-10-09,45.45,45.45,41.05,43.25,343533101.0
2019-10-10,41.7,42.7,40.15,40.95,207266038.0
2019-10-11,41.0,42.0,37.0,39.6,339478520.0
2019-10-14,39.9,41.5,38.8,40.1,223727101.0
2019-10-15,41.1,41.45,39.0,40.6,193601940.0
2019-10-16,40.6,42.05,39.8,41.05,188799876.0
2019-10-17,41.9,48.2,40.7,47.4,422749767.0
2019-10-18,46.6,52.7,46.0,51.4,441645534.0
2019-10-22,53.0,56.6,50.25,51.8,407437580.0
2019-10-23,51.8,53.5,49.2,51.2,296722600.0
2019-10-24,51.2,52.55,47.45,48.3,230787323.0
2019-10-25,48.65,54.3,45.75,52.15,346577924.0
2019-10-27,55.2,56.45,54.15,54.75,74992659.0
2019-10-29,54.35,59.9,53.1,58.15,368611147.0
2019-10-30,59.1,59.45,56.0,56.8,256297926.0
2019-10-31,56.1,78.7,54.9,70.4,836967454.0
2019-11-01,71.0,71.85,65.0,66.6,431574597.0
2019-11-04,59.95,71.3,56.65,66.15,420997681.0
2019-11-05,70.3,72.0,67.2,68.3,294896159.0
2019-11-06,68.55,71.15,67.55,68.7,226082900.0
2019-11-07,68.0,69.3,66.0,66.45,189859140.0
2019-11-08,65.9,72.3,64.3,68.95,413106980.0
2019-11-11,70.0,73.55,69.15,73.0,263947818.0
2019-11-13,74.4,75.3,67.1,68.2,317911123.0
2019-11-14,68.85,70.8,67.1,68.75,195114955.0
2019-11-15,69.2,70.2,68.3,68.7,129526064.0
2019-11-18,69.25,69.25,65.4,65.85,178150594.0
2019-11-19,65.0,67.25,63.05,64.15,239228500.0
2019-11-20,62.1,66.45,62.0,65.85,229215332.0
2019-11-21,66.9,66.9,63.8,64.25,133531524.0
2019-11-22,64.25,66.15,64.0,64.8,121791625.0
2019-11-25,64.95,65.5,62.3,63.75,171923335.0
2019-11-26,64.6,67.5,62.55,63.15,399791670.0
2019-11-27,68.1,69.0,65.65,68.25,254612192.0
2019-11-28,69.0,70.65,68.35,70.05,223021365.0
2019-11-29,72.0,74.0,67.55,68.3,428332393.0
2019-12-02,69.0,69.3,63.05,64.05,361756071.0
2019-12-03,64.1,65.25,59.0,59.5,297142445.0
2019-12-04,58.55,63.45,56.65,63.0,340845428.0
2019-12-05,63.0,64.0,60.85,62.1,224990595.0
2019-12-06,60.1,60.75,55.15,56.0,282441286.0
2019-12-09,56.0,58.85,53.75,56.25,314839590.0
2019-12-10,54.8,56.35,48.55,50.55,345518744.0
2019-12-11,47.25,49.4,40.75,42.8,661012673.0
2019-12-12,43.15,48.8,42.8,45.35,398199436.0
2019-12-13,45.5,47.65,45.4,46.65,201459985.0
2019-12-16,47.25,48.0,45.95,46.8,172273653.0
2019-12-17,47.4,48.2,46.85,47.6,130789036.0
2019-12-18,48.0,48.2,46.0,46.75,130282558.0
2019-12-19,46.0,51.4,44.95,49.9,307936405.0
2019-12-20,49.5,53.5,48.3,51.4,359647922.0
2019-12-23,50.75,52.3,48.7,49.65,276776855.0
2019-12-24,50.15,52.0,50.05,51.2,242779981.0
2019-12-26,51.0,51.6,48.25,48.65,216380349.0
2019-12-27,49.5,49.75,47.65,48.0,154956583.0
2019-12-30,47.9,48.95,46.65,47.35,152510288.0
2019-12-31,47.3,48.05,46.35,46.95,141422188.0
2020-01-01,46.95,47.5,46.5,46.65,102291841.0
2020-01-02,46.8,48.5,46.4,47.35,122242838.0
2020-01-03,47.35,48.25,46.85,47.1,94827592.0
2020-01-06,46.75,46.75,45.0,45.15,102880221.0
2020-01-07,45.7,46.4,43.95,45.05,111094678.0
2020-01-08,46.25,47.2,45.3,46.05,140074287.0
2020-01-09,47.0,48.5,46.3,47.3,152025694.0
2020-01-10,47.95,48.35,43.8,44.75,303072426.0
2020-01-13,43.4,43.9,41.05,42.1,194734026.0
2020-01-14,41.75,41.75,36.55,38.55,314975429.0
2020-01-15,38.45,41.1,36.65,39.75,400694734.0
2020-01-16,40.15,40.9,39.75,39.95,126354618.0
2020-01-17,37.6,39.55,37.0,39.25,125635833.0
2020-01-20,39.5,40.2,38.45,38.65,89703186.0
2020-01-21,38.6,39.2,38.1,38.35,67215936.0
2020-01-22,38.7,39.0,38.0,38.45,62400795.0
2020-01-23,38.55,41.4,38.35,40.95,178774952.0
2020-01-24,41.2,45.0,41.1,42.8,289854100.0
2020-01-27,42.3,43.45,41.85,42.4,134241973.0
2020-01-28,42.5,43.3,41.25,41.65,106167368.0
2020-01-29,41.85,42.35,41.0,41.2,141475654.0
2020-01-30,40.8,40.85,38.55,39.05,150556233.0
2020-01-31,39.3,40.2,38.7,39.25,117636393.0
2020-02-01,39.15,40.2,37.6,37.9,101654980.0
2020-02-03,37.95,38.4,35.7,36.0,148030362.0
2020-02-04,36.15,36.4,34.45,34.95,138230643.0
2020-02-05,35.1,39.7,34.05,37.6,281100614.0
2020-02-06,37.9,39.5,37.8,38.55,135268292.0
2020-02-07,38.8,39.95,38.15,38.7,127163152.0
2020-02-10,40.0,40.75,37.1,37.55,142245961.0
2020-02-11,37.75,38.1,36.7,36.85,96791648.0
2020-02-12,36.75,36.75,35.05,35.2,101372754.0
2020-02-13,36.95,38.0,36.0,37.2,168339964.0
2020-02-14,37.5,40.2,37.5,38.9,187898337.0
2020-02-17,39.5,40.1,36.6,37.15,116075992.0
2020-02-18,37.35,37.5,33.65,35.05,229070225.0
2020-02-19,34.0,36.2,33.6,35.3,127701131.0
2020-02-20,35.3,36.5,34.65,35.45,119436898.0
2020-02-24,35.5,35.9,34.15,34.95,105851722.0
2020-02-25,35.25,36.0,34.75,35.15,88184594.0
2020-02-26,34.9,37.05,34.45,36.55,149229469.0
2020-02-27,37.3,37.95,36.0,36.8,164315370.0
2020-02-28,35.15,35.85,34.3,34.6,141720001.0
2020-03-02,35.2,35.55,29.8,31.55,127750922.0
2020-03-03,32.45,33.3,30.5,31.2,164268356.0
2020-03-04,31.5,31.7,28.7,29.3,202851281.0
2020-03-05,29.4,37.85,28.0,36.8,784703310.0
2020-03-06,33.15,33.15,5.65,16.15,1264917719.0
2020-03-09,17.0,22.8,16.2,21.25,727571816.0
2020-03-11,23.35,29.6,23.35,28.8,413676527.0
2020-03-12,28.7,28.7,17.45,25.05,337812521.0
2020-03-13,22.55,27.7,21.35,25.55,276663954.0
2020-03-16,26.7,40.4,26.05,37.1,166521851.0
2020-03-17,40.8,64.9,40.8,58.65,223463025.0
2020-03-18,64.5,87.3,49.9,60.45,364152383.0
2020-03-19,61.65,61.8,42.8,53.85,147327988.0
2020-03-20,59.2,67.3,41.25,45.85,118192981.0
2020-03-23,41.3,49.5,39.25,39.75,93894255.0
2020-03-24,43.65,43.7,34.55,35.0,79664287.0
2020-03-25,35.3,35.5,28.5,29.6,95160537.0
2020-03-26,29.35,31.0,25.2,26.6,119575530.0
2020-03-27,29.05,33.25,26.0,26.35,118572207.0
2020-03-30,27.65,27.7,24.55,24.9,54983098.0
2020-03-31,25.55,25.55,22.05,22.45,75272601.0
2020-04-01,22.0,24.65,20.25,23.95,90387201.0
2020-04-03,24.5,24.95,22.8,24.1,45326980.0
2020-04-07,25.4,25.4,23.8,24.55,35071970.0
2020-04-08,24.5,25.5,23.3,24.75,37250348.0
2020-04-09,25.0,25.3,24.5,24.9,26334529.0
2020-04-13,25.0,25.0,23.55,24.1,26107072.0
2020-04-15,24.1,25.95,23.85,24.5,39619400.0
2020-04-16,24.3,24.95,24.05,24.6,18765964.0
2020-04-17,25.1,25.5,24.7,25.1,26605391.0
2020-04-20,25.6,30.1,25.1,29.45,114977373.0
2020-04-21,29.4,30.45,27.55,29.65,76224557.0
2020-04-22,29.0,30.3,28.8,29.6,35026262.0
2020-04-23,29.6,29.9,27.85,28.3,33488476.0
2020-04-24,28.05,28.15,26.3,26.6,34135568.0
2020-04-27,26.8,27.7,25.9,27.05,32510645.0
2020-04-28,27.25,27.8,26.85,27.25,18704468.0
2020-04-29,27.0,29.35,26.6,28.05,42492004.0
2020-04-30,28.7,28.95,27.7,27.9,32094929.0
2020-05-04,27.5,27.65,26.6,27.05,22743110.0
2020-05-05,27.4,27.65,26.5,26.6,16870245.0
2020-05-06,26.4,26.75,25.0,26.3,22891215.0
2020-05-07,25.75,31.55,25.55,28.1,99686585.0
2020-05-08,28.1,28.8,26.65,27.05,28714694.0
2020-05-11,27.25,28.05,26.7,27.8,29809727.0
2020-05-12,27.7,28.4,26.85,27.95,21395834.0
2020-05-13,29.0,29.45,28.1,28.65,25829898.0
2020-05-14,28.4,28.8,27.9,28.2,13377407.0
2020-05-15,28.2,29.0,27.3,28.7,23447394.0
2020-05-18,28.65,28.65,26.8,27.55,20466695.0
2020-05-19,27.7,28.0,27.1,27.4,16161651.0
2020-05-20,27.15,27.6,27.1,27.15,9932936.0
2020-05-21,27.2,27.6,26.8,26.9,12109506.0
2020-05-22,26.95,27.0,26.0,26.55,14604827.0
2020-05-26,26.95,28.15,26.35,27.4,19431968.0
2020-05-27,27.45,27.9,27.35,27.6,12273293.0
2020-05-28,27.85,28.8,26.85,27.0,27673481.0
2020-05-29,26.5,27.4,26.5,26.85,15150164.0
2020-06-01,27.55,27.6,27.0,27.15,11175200.0
2020-06-02,27.25,27.4,27.05,27.15,10006691.0
2020-06-03,27.6,29.4,27.25,27.95,31713741.0
2020-06-04,28.0,28.7,27.8,27.95,12148979.0
2020-06-05,28.0,29.2,28.0,28.85,18870401.0
2020-06-08,29.6,32.0,29.0,30.6,49257680.0
2020-06-09,31.0,31.6,29.7,29.85,23134391.0
2020-06-10,30.35,30.75,30.0,30.4,15647848.0
2020-06-11,30.6,31.7,29.6,29.8,20837420.0
2020-06-12,28.0,29.7,28.0,29.5,12412232.0
2020-06-15,30.0,30.8,28.8,29.0,13440399.0
2020-06-16,29.5,29.95,27.55,28.4,22459083.0
2020-06-17,27.35,28.3,27.05,27.65,12798061.0
2020-06-18,27.7,28.2,27.4,28.0,11551012.0
2020-06-19,28.2,28.3,27.9,28.0,9275438.0
2020-06-22,28.1,28.5,27.35,27.75,19374480.0
2020-06-23,27.8,27.8,27.4,27.55,16733550.0
2020-06-24,27.8,27.8,27.05,27.05,14015494.0
2020-06-25,27.05,27.25,26.55,27.0,9662127.0
2020-06-26,27.2,27.25,26.6,26.75,12130891.0
2020-06-29,26.8,26.9,26.0,26.1,10632406.0
2020-06-30,26.5,26.6,25.5,25.6,16166021.0
2020-07-01,25.75,28.35,25.0,26.9,27490306.0
2020-07-02,27.3,27.3,26.05,26.25,15605957.0
2020-07-03,26.5,26.55,25.8,26.15,14816009.0
2020-07-06,26.4,26.45,25.95,26.05,12734350.0
2020-07-07,26.05,26.1,25.5,25.75,19466396.0
2020-07-08,25.2,27.1,24.0,26.05,33211696.0
2020-07-09,27.5,27.5,26.2,26.65,42188239.0
2020-07-10,26.7,26.75,24.2,25.55,54312841.0
2020-07-13,22.05,23.5,21.0,22.05,70087262.0
2020-07-14,21.8,21.8,20.3,20.95,36853467.0
2020-07-15,20.5,22.0,20.3,20.45,43266944.0
2020-07-16,20.0,20.25,18.7,19.2,38231469.0
2020-07-17,18.4,20.4,18.1,19.8,71216655.0
2020-07-20,19.8,19.95,18.7,19.45,36859961.0
2020-07-21,19.0,19.45,18.8,19.3,27568130.0
2020-07-22,18.65,19.0,18.05,18.25,47895059.0
2020-07-23,14.6,16.45,14.6,14.75,453542330.0
2020-07-24,14.0,14.4,13.55,13.65,455416170.0
2020-07-27,12.3,12.3,12.3,12.3,299502649.0
2020-07-28,11.1,11.95,11.1,11.9,1057437063.0
2020-07-29,12.0,12.3,11.65,11.7,596484508.0
2020-07-30,11.95,12.1,11.85,11.95,224040797.0
2020-07-31,12.05,12.1,11.9,11.95,120256191.0
2020-08-03,12.0,12.05,11.9,12.0,90338901.0
2020-08-04,12.3,12.4,12.15,12.25,157100547.0
2020-08-05,12.25,12.85,12.2,12.85,372810294.0
2020-08-06,13.45,13.45,13.15,13.45,426044874.0
2020-08-07,14.0,14.1,13.35,14.1,706276532.0
2020-08-10,14.5,14.8,14.3,14.8,221530509.0
2020-08-11,15.5,15.5,15.5,15.5,34750937.0
2020-08-12,16.25,16.25,16.25,16.25,31868264.0
2020-08-13,17.05,17.05,15.65,15.85,722526435.0
2020-08-14,15.9,15.9,15.1,15.1,190650308.0
2020-08-17,14.7,14.9,14.35,14.35,276756159.0
2020-08-18,14.1,15.05,13.9,15.05,404138747.0
2020-08-19,15.5,15.8,15.35,15.8,257897804.0
2020-08-20,15.8,16.4,15.35,15.75,401515211.0
2020-08-21,16.0,16.1,15.3,15.55,146222743.0
2020-08-24,15.25,15.45,14.8,14.8,331334545.0
2020-08-25,14.75,15.0,14.35,14.75,206511513.0
2020-08-26,14.85,14.9,14.6,14.65,107574332.0
2020-08-27,14.75,14.9,14.6,14.7,99012198.0
2020-08-28,15.1,15.4,14.9,15.0,273203064.0
2020-08-31,15.35,15.6,14.3,14.35,244901648.0
2020-09-01,14.35,15.0,13.95,14.65,171000391.0
2020-09-02,14.8,14.8,14.2,14.4,94397816.0
2020-09-03,14.4,14.8,14.2,14.6,112781463.0
2020-09-04,14.2,14.45,14.05,14.25,85875336.0
2020-09-07,14.25,14.3,14.05,14.1,86413060.0
2020-09-08,14.1,14.15,13.9,13.95,68600478.0
2020-09-09,13.7,13.75,13.3,13.65,142136762.0
2020-09-10,13.75,14.15,13.65,13.9,93293387.0
2020-09-11,14.35,14.55,14.25,14.55,147448561.0
2020-09-14,14.95,15.25,14.55,14.75,332730618.0
2020-09-15,14.85,14.95,14.45,14.55,83557205.0
2020-09-16,14.6,14.6,14.2,14.25,86653977.0
2020-09-17,14.0,14.25,13.65,14.1,99052672.0
2020-09-18,14.1,14.25,13.95,14.0,63809876.0
2020-09-21,14.0,14.05,13.5,13.55,92795987.0
2020-09-22,13.5,13.5,12.95,13.2,125134164.0
2020-09-23,13.4,13.5,13.0,13.15,85130015.0
2020-09-24,13.0,13.05,12.75,12.95,111613938.0
2020-09-25,13.0,13.55,13.0,13.35,113065904.0
2020-09-28,13.5,13.85,13.35,13.55,73635342.0
2020-09-29,13.6,13.65,13.3,13.35,65135830.0
2020-09-30,13.4,13.4,13.1,13.15,40588298.0
2020-10-01,13.3,13.5,13.15,13.3,45037255.0
2020-10-05,13.45,13.65,13.3,13.35,52856809.0
2020-10-06,13.35,13.45,13.15,13.3,41178658.0
2020-10-07,13.3,13.3,13.1,13.15,31462083.0
2020-10-08,13.2,13.25,13.1,13.1,36033569.0
2020-10-09,13.05,13.2,13.0,13.15,48960826.0
2020-10-12,13.2,13.35,12.95,13.0,86134568.0
2020-10-13,12.95,13.15,12.8,12.95,63119167.0
2020-10-14,12.9,12.95,12.8,12.9,63100944.0
2020-10-15,12.9,12.9,12.6,12.65,53995047.0
2020-10-16,12.55,12.75,12.5,12.65,60457698.0
2020-10-19,12.85,13.05,12.8,12.9,52213176.0
2020-10-20,12.9,12.95,12.8,12.9,36303877.0
2020-10-21,13.0,13.15,12.65,12.95,76142455.0
2020-10-22,12.9,12.95,12.65,12.7,60897141.0
2020-10-23,12.7,13.3,12.65,13.3,73135761.0
2020-10-26,13.95,13.95,12.9,13.15,187495833.0
2020-10-27,13.05,13.1,12.7,12.85,96605827.0
2020-10-28,12.8,12.8,12.5,12.5,98696329.0
2020-10-29,12.3,12.45,12.15,12.4,58771611.0
2020-10-30,12.4,12.6,12.3,12.4,52899394.0
2020-11-02,12.45,12.5,12.2,12.25,49849401.0
2020-11-03,12.4,12.4,12.25,12.25,47277462.0
2020-11-04,12.3,12.4,12.2,12.25,45799739.0
2020-11-05,12.25,12.4,12.25,12.3,32619961.0
2020-11-06,12.3,12.35,12.2,12.3,83956341.0
2020-11-09,12.35,12.9,12.25,12.9,128615608.0
2020-11-10,13.5,13.5,13.5,13.5,80270780.0
2020-11-11,14.15,14.15,14.15,14.15,54007188.0
2020-11-12,14.7,14.7,13.6,14.35,480646515.0
2020-11-13,14.25,14.85,13.95,14.55,232152650.0
2020-11-14,14.8,14.9,14.5,14.55,66249326.0
2020-11-17,14.65,14.7,14.4,14.65,192776749.0
2020-11-18,14.65,14.85,14.45,14.7,207060545.0
2020-11-19,14.55,14.7,14.05,14.25,200887914.0
2020-11-20,14.3,14.65,14.1,14.55,183959497.0
2020-11-23,14.65,14.9,14.25,14.55,305463387.0
2020-11-24,14.6,14.75,14.5,14.7,173079102.0
2020-11-25,14.75,14.75,14.05,14.15,157534267.0
2020-11-26,14.15,14.25,13.85,14.1,126306469.0
2020-11-27,14.2,14.8,14.05,14.7,1095161050.0
2020-12-01,15.4,15.4,15.05,15.4,384256021.0
2020-12-02,15.7,15.9,14.85,15.45,311349886.0
2020-12-03,15.65,15.8,15.25,15.45,152445535.0
2020-12-04,15.6,15.6,15.05,15.35,149691622.0
2020-12-07,15.65,15.85,15.5,15.75,193242183.0
2020-12-08,16.0,17.3,16.0,17.3,562741066.0
2020-12-09,18.25,19.0,18.05,19.0,488175314.0
2020-12-10,20.0,20.75,19.15,20.45,662896680.0
2020-12-11,20.75,20.75,19.45,19.45,444459632.0
2020-12-14,19.4,19.45,18.5,18.5,136661650.0
2020-12-15,17.8,18.45,17.6,18.3,446734713.0
2020-12-16,18.7,19.2,18.4,18.85,250939029.0
2020-12-17,18.9,18.9,18.15,18.25,131495445.0
2020-12-18,18.15,19.1,17.55,18.9,283132487.0
2020-12-21,18.95,19.0,18.0,18.0,168955038.0
2020-12-22,17.4,17.6,17.1,17.3,284913909.0
2020-12-23,17.5,17.85,17.05,17.6,216066991.0
2020-12-24,17.9,18.0,17.3,17.55,124638448.0
2020-12-28,17.8,18.2,17.55,17.8,149082382.0
2020-12-29,17.85,18.0,17.6,17.75,103589664.0
2020-12-30,17.7,17.85,17.45,17.75,79131606.0
2020-12-31,17.75,18.15,17.65,17.85,125361787.0
2021-01-01,17.85,18.45,17.8,18.0,146080241.0
2021-01-04,18.4,18.6,17.9,18.0,214860840.0
2021-01-05,17.95,18.25,17.75,18.0,172429356.0
2021-01-06,18.2,18.4,17.8,18.0,196901365.0
2021-01-07,18.2,18.35,17.85,18.0,157589035.0
2021-01-08,18.2,18.3,17.8,18.05,183783931.0
2021-01-11,18.3,18.55,17.85,17.95,189373243.0
2021-01-12,17.85,18.5,17.6,18.05,320993651.0
2021-01-13,18.15,18.3,17.15,17.8,280118603.0
2021-01-14,17.85,18.1,17.6,17.85,141291865.0
2021-01-15,17.8,17.85,17.25,17.6,163516334.0
2021-01-18,18.1,18.1,17.45,17.7,210883697.0
2021-01-19,17.85,18.0,17.6,17.9,128056245.0
2021-01-20,17.95,18.0,17.4,17.65,196996362.0
2021-01-21,17.7,17.8,17.15,17.25,229436846.0
2021-01-22,17.35,17.5,16.75,17.0,220887609.0
2021-01-25,17.4,17.5,16.25,16.35,326357534.0
2021-01-27,16.2,16.2,15.7,15.75,224836150.0
2021-01-28,15.2,15.4,15.0,15.05,312839641.0
2021-01-29,15.1,15.8,15.0,15.75,183110147.0
2021-02-01,16.0,16.5,15.45,16.4,186599301.0
2021-02-02,16.55,16.85,16.1,16.55,180587323.0
2021-02-03,16.65,16.65,16.2,16.25,88995339.0
2021-02-04,16.25,16.55,16.05,16.2,129199434.0
2021-02-05,16.85,17.45,16.75,16.9,235552294.0
2021-02-08,17.15,17.3,16.9,17.05,132788785.0
2021-02-09,17.1,17.1,16.6,16.65,94882109.0
2021-02-10,16.65,16.7,16.3,16.4,80183508.0
2021-02-11,16.4,16.7,16.3,16.5,58079419.0
2021-02-12,16.5,16.55,16.35,16.4,47492701.0
2021-02-15,16.4,16.6,16.15,16.25,64057989.0
2021-02-16,16.25,16.35,15.95,16.05,77478438.0
2021-02-17,16.05,16.1,15.75,15.9,87586901.0
2021-02-18,15.85,16.55,15.65,16.15,172725915.0
2021-02-19,16.15,16.3,15.85,15.95,94798271.0
2021-02-22,16.0,16.0,15.55,15.6,75367244.0
2021-02-23,15.6,15.75,15.5,15.6,65178836.0
2021-02-24,15.8,16.4,15.7,16.1,100496229.0
2021-02-25,16.1,16.35,16.05,16.1,69277131.0
2021-02-26,15.8,15.95,15.65,15.75,115922281.0
2021-03-01,15.95,16.9,15.75,16.3,182912199.0
2021-03-02,16.5,16.65,16.25,16.3,82198118.0
2021-03-03,16.4,16.55,16.25,16.35,95262247.0
2021-03-04,16.25,16.75,16.05,16.6,147502225.0
2021-03-05,16.6,16.9,16.3,16.35,102085430.0
2021-03-08,16.55,16.65,16.25,16.25,67424765.0
2021-03-09,16.25,16.4,15.95,16.05,77245066.0
2021-03-10,16.1,16.25,16.0,16.05,44844215.0
2021-03-12,16.0,16.25,15.85,15.9,81941288.0
2021-03-15,15.7,15.75,15.45,15.65,80253110.0
2021-03-16,15.65,15.65,15.4,15.45,53393224.0
2021-03-17,15.45,15.55,15.05,15.1,81186413.0
2021-03-18,15.2,15.3,14.8,14.9,92968773.0
2021-03-19,14.85,15.05,14.3,14.95,133410477.0
2021-03-22,14.95,15.1,14.75,14.85,62159949.0
2021-03-23,14.9,15.05,14.75,14.9,61085946.0
2021-03-24,14.85,15.0,14.6,14.65,59903730.0
2021-03-25,14.65,14.7,14.1,14.2,110609689.0
2021-03-26,14.25,14.5,14.0,14.05,106766399.0
2021-03-30,14.15,16.85,14.0,16.3,336333365.0
2021-03-31,16.15,16.25,15.4,15.6,208381534.0
2021-04-01,15.65,15.85,15.35,15.7,93196660.0
2021-04-05,15.85,15.95,15.2,15.5,83064018.0
2021-04-06,15.65,15.85,15.5,15.6,59808985.0
2021-04-07,15.6,15.7,15.4,15.6,50497122.0
2021-04-08,15.65,15.7,15.5,15.55,45104506.0
2021-04-09,15.55,15.65,15.4,15.45,40565587.0
2021-04-12,15.2,15.25,14.4,14.45,123708161.0
2021-04-13,14.4,14.75,14.3,14.7,79542179.0
2021-04-15,14.7,14.7,14.4,14.55,58323051.0
2021-04-16,14.55,14.8,14.45,14.6,65324005.0
2021-04-19,14.2,14.3,14.05,14.2,75069350.0
2021-04-20,14.3,14.35,14.0,14.05,79998707.0
2021-04-22,14.0,14.2,13.9,14.05,65105485.0
2021-04-23,14.0,14.15,13.9,14.0,89475097.0
2021-04-26,14.05,14.2,14.0,14.05,73016298.0
2021-04-27,14.05,15.05,14.0,14.75,127545345.0
2021-04-28,14.8,15.05,14.75,14.8,81387698.0
2021-04-29,14.95,15.15,14.35,14.5,135559239.0
2021-04-30,14.5,14.8,14.4,14.55,98365622.0
2021-05-03,12.85,14.0,12.85,13.9,248997751.0
2021-05-04,14.0,14.15,13.8,13.85,104431586.0
2021-05-05,13.95,14.05,13.8,13.85,55591203.0
2021-05-06,13.9,13.9,13.5,13.55,122661349.0
2021-05-07,13.65,13.65,13.3,13.35,120981135.0
2021-05-10,13.4,13.45,13.05,13.1,113970494.0
2021-05-11,13.1,13.4,13.0,13.15,141571542.0
2021-05-12,13.15,13.75,13.1,13.3,159663998.0
2021-05-14,13.4,13.45,13.15,13.2,85666983.0
2021-05-17,13.25,13.4,13.25,13.35,95074257.0
2021-05-18,13.4,13.5,13.25,13.35,82571190.0
2021-05-19,13.35,13.4,13.2,13.3,87038860.0
2021-05-20,13.35,13.4,13.15,13.25,75911849.0
2021-05-21,13.3,13.4,13.15,13.35,112270395.0
2021-05-24,13.35,14.1,13.3,13.85,300924526.0
2021-05-25,13.85,13.85,13.45,13.6,86120404.0
2021-05-26,13.65,13.7,13.4,13.45,110243035.0
2021-05-27,13.5,13.6,13.3,13.4,211323869.0
2021-05-28,13.4,13.5,13.3,13.35,82458603.0
2021-05-31,13.4,13.6,13.35,13.5,65555223.0
2021-06-01,13.5,13.55,13.3,13.35,59365980.0
2021-06-02,13.35,13.6,13.35,13.45,77114380.0
2021-06-03,13.5,13.6,13.4,13.5,87413665.0
2021-06-04,13.55,13.9,13.5,13.75,183326321.0
2021-06-07,13.85,15.2,13.8,15.05,566089990.0
2021-06-08,15.2,15.55,14.55,14.75,283140374.0
2021-06-09,14.85,15.05,14.1,14.2,224789425.0
2021-06-10,14.25,14.8,14.2,14.65,128849317.0
2021-06-11,14.9,15.0,14.35,14.4,135479511.0
2021-06-14,14.4,14.4,13.9,14.1,157306721.0
2021-06-15,14.15,14.35,14.05,14.1,76892324.0
2021-06-16,14.15,14.3,14.0,14.0,77914829.0
2021-06-17,13.9,14.1,13.7,13.75,104336143.0
2021-06-18,13.8,13.9,13.45,13.75,105351801.0
2021-06-21,13.65,14.05,13.35,13.9,123963605.0
2021-06-22,14.1,14.1,13.75,13.8,93776874.0
2021-06-23,13.85,13.95,13.6,13.7,78472594.0
2021-06-24,13.75,13.9,13.6,13.6,83838008.0
2021-06-25,13.65,13.75,13.55,13.65,64386105.0
2021-06-28,13.7,13.8,13.6,13.65,55278874.0
2021-06-29,13.65,13.8,13.5,13.55,77004331.0
2021-06-30,13.6,13.9,13.5,13.55,106479676.0
2021-07-01,13.55,13.7,13.5,13.55,70546748.0
2021-07-02,13.55,13.7,13.5,13.55,55229264.0
2021-07-05,13.65,13.65,13.45,13.45,70053302.0
2021-07-06,13.45,13.55,13.3,13.35,62417703.0
2021-07-07,13.35,13.45,13.3,13.3,61558174.0
2021-07-08,13.35,13.45,13.3,13.35,68507663.0
2021-07-09,13.35,13.35,13.2,13.25,67070257.0
2021-07-12,13.25,13.35,13.05,13.1,102986230.0
2021-07-13,13.15,13.25,12.95,13.0,101454204.0
2021-07-14,13.05,13.05,13.0,13.05,36945483.0
2021-07-15,13.05,13.85,13.0,13.55,184390448.0
2021-07-16,13.6,13.6,13.3,13.4,66607893.0
2021-07-19,13.3,13.35,13.15,13.2,96849269.0
2021-07-20,13.25,13.25,12.9,12.95,133935082.0
2021-07-22,13.05,13.2,13.0,13.0,52313522.0
2021-07-23,13.1,13.2,13.0,13.05,67760836.0
2021-07-26,13.8,14.1,13.25,13.3,252916364.0
2021-07-27,13.35,13.4,13.0,13.05,135122387.0
2021-07-28,13.1,13.1,12.85,12.95,129141525.0
2021-07-29,13.0,13.05,12.8,12.85,74498391.0
2021-07-30,12.9,12.95,12.7,12.75,99429624.0
2021-08-02,12.85,12.9,12.7,12.75,92948479.0
2021-08-03,12.8,12.85,12.7,12.75,62836740.0
2021-08-04,12.8,12.85,12.6,12.65,93050718.0
2021-08-05,12.65,12.7,12.3,12.4,83509704.0
2021-08-06,12.45,12.75,12.4,12.5,64413341.0
2021-08-09,12.6,12.65,12.4,12.45,45466916.0
2021-08-10,12.4,12.95,12.3,12.3,87906293.0
2021-08-11,12.35,12.35,11.9,11.95,120719125.0
2021-08-12,12.0,12.15,11.9,11.95,75856427.0
2021-08-13,12.0,12.05,11.85,11.9,78563651.0
2021-08-16,11.95,11.95,11.6,11.7,63301331.0
2021-08-17,11.7,11.75,11.2,11.25,102193711.0
2021-08-18,11.3,11.45,11.1,11.3,100746217.0
